Gender,Geographic Region,Loyalty Status,Television Region,Affluence Grade,Age,Loyalty Card Tenure,Organics Purchase Indicator
M,South East,Silver,London,8,39,1,1
M,South East,Silver,London,5,73,11,0
M,North,Silver,Yorkshire,4,70,14,0
M,Midlands,Silver,Midlands,8,68,1,1
M,Midlands,Silver,Wales & West,14,55,.,0
M,North,Silver,Yorkshire,7,57,8,0
M,South East,Platinum,S & S East,6,74,21,0
M,South East,Silver,London,8,45,1,0
M,South East,Tin,S & S East,14,50,4,0
M,South East,Gold,London,10,.,8,0
M,South East,Gold,London,10,67,7,1
M,South East,Tin,London,12,47,5,1
M,Midlands,Gold,Wales & West,6,75,1,0
M,Midlands,Gold,Midlands,6,63,5,0
M,North,Silver,N West,8,70,4,0
M,,Silver,,8,37,1,0
M,South East,Tin,S & S East,13,77,5,0
M,South East,Gold,London,7,54,5,0
M,South East,Gold,S & S East,9,71,2,0
M,Midlands,Gold,Wales & West,.,76,4,1
M,Midlands,Gold,Ulster,12,60,1,0
M,North,Tin,N East,9,59,10,1
M,Midlands,Tin,Midlands,12,32,5,0
M,South East,Silver,London,8,24,7,1
M,Scottish,Gold,C Scotland,8,78,5,0
M,Midlands,Tin,Midlands,13,41,8,1
M,Midlands,Silver,Wales & West,6,45,8,0
M,North,Silver,Yorkshire,8,51,.,0
M,North,Silver,N West,14,57,5,0
M,Scottish,Tin,C Scotland,9,31,4,1
M,North,Tin,Yorkshire,8,42,4,0
M,Scottish,Silver,N Scot,9,64,21,1
M,Midlands,Gold,East,12,61,9,0
M,North,Tin,N West,10,47,5,0
M,Midlands,Tin,Midlands,5,.,9,0
M,South West,Silver,S West,14,72,4,1
M,Midlands,Tin,Midlands,7,57,5,0
M,Midlands,Tin,Midlands,6,.,5,0
M,South East,Silver,S & S East,6,70,2,0
M,North,Gold,N West,5,52,1,0
M,Midlands,Tin,Midlands,10,41,10,0
M,South East,Tin,London,9,37,8,1
M,South East,Tin,London,7,39,5,1
M,South East,Silver,London,10,48,6,0
M,South East,Gold,London,14,65,11,0
M,North,Gold,Yorkshire,8,65,8,0
M,Midlands,Tin,Wales & West,5,57,6,0
M,South East,Gold,London,9,56,2,0
M,,Silver,,6,41,1,0
M,South East,Silver,London,6,62,4,0
M,South East,Gold,London,5,65,1,0
M,South East,Gold,S & S East,11,42,9,0
M,South East,Silver,London,7,53,9,0
M,South East,Tin,S & S East,8,46,8,0
M,South East,Gold,London,12,36,19,1
M,South East,Silver,London,10,77,13,0
M,North,Tin,N East,12,51,4,0
M,South East,Tin,S & S East,3,39,6,0
M,South East,Platinum,London,9,57,1,0
M,South East,Silver,London,11,69,6,0
M,South East,Tin,London,8,.,5,0
M,South East,Tin,S & S East,5,47,5,1
M,Midlands,Tin,Midlands,8,50,8,0
M,Scottish,Gold,Border,7,44,12,0
M,Scottish,Silver,N Scot,15,34,4,1
M,South East,Tin,S & S East,11,51,5,0
M,Scottish,Silver,Border,7,71,6,0
M,North,Silver,Yorkshire,7,63,3,0
M,North,Gold,N West,7,72,7,0
M,South East,Tin,London,18,58,6,1
M,South East,Tin,London,10,59,4,0
M,South East,Silver,London,9,42,6,0
M,South West,Gold,S West,6,77,2,0
M,Midlands,Gold,Midlands,9,78,8,0
M,Midlands,Silver,East,8,61,11,1
M,South East,Silver,London,9,64,8,0
M,South East,Silver,London,8,52,1,1
M,North,Gold,N West,9,44,1,0
M,Midlands,Gold,Midlands,4,64,1,0
M,South East,Tin,London,5,43,5,0
M,Midlands,Tin,Midlands,8,51,8,0
M,Midlands,Gold,Midlands,9,66,3,1
M,Midlands,Gold,Midlands,4,77,9,0
M,South East,Tin,London,12,48,9,0
M,South East,Platinum,London,14,64,11,0
M,South East,Silver,London,4,65,2,0
M,South East,Gold,London,9,46,12,0
M,South East,Tin,S & S East,4,51,9,0
M,,Silver,,17,52,9,1
M,Midlands,Silver,East,11,53,8,1
M,South East,Silver,S & S East,5,.,11,0
M,South East,Gold,London,13,35,6,1
M,Midlands,Gold,Midlands,7,66,4,0
M,North,Tin,Yorkshire,4,41,7,0
M,North,Tin,Yorkshire,7,53,5,0
M,Midlands,Platinum,Midlands,6,.,9,0
M,Midlands,Silver,Wales & West,6,69,9,0
M,Scottish,Gold,C Scotland,8,58,6,0
M,North,Silver,Yorkshire,10,70,11,0
M,North,Platinum,N East,8,63,3,0
M,Midlands,Silver,Midlands,3,45,5,0
M,Scottish,Silver,C Scotland,5,64,9,0
M,North,Tin,N West,6,54,5,0
M,South West,Gold,S West,7,60,2,0
M,Midlands,Gold,Midlands,6,67,2,0
M,North,Tin,N West,.,33,4,0
M,Scottish,Platinum,Border,9,73,0,0
M,Midlands,Silver,Midlands,14,44,1,1
M,Midlands,Tin,Midlands,11,50,5,1
M,South East,Tin,London,27,30,5,1
M,South East,Silver,London,10,51,8,0
M,Midlands,Silver,East,5,.,1,0
M,North,Gold,N West,10,63,12,0
M,Midlands,Silver,Midlands,8,49,1,0
M,Midlands,Tin,Wales & West,11,27,5,1
M,Midlands,Silver,Midlands,7,48,10,0
M,North,Tin,N East,12,46,.,0
M,Midlands,Silver,Wales & West,8,59,11,0
M,South East,Silver,S & S East,13,54,2,0
M,South East,Gold,London,5,68,4,0
M,North,Gold,N West,12,57,11,0
M,South East,Silver,London,8,67,1,0
M,Midlands,Silver,East,16,65,7,0
M,Midlands,Tin,East,13,.,4,1
M,South East,Gold,London,5,46,3,0
M,South East,Tin,S & S East,13,67,8,0
M,South West,Silver,S West,10,71,5,1
M,Midlands,Silver,Midlands,.,37,5,0
M,South East,Silver,S & S East,.,55,4,1
M,South East,Silver,London,10,58,9,0
M,Midlands,Gold,Midlands,9,63,2,0
M,South East,Silver,S & S East,.,42,4,0
M,Midlands,Gold,Wales & West,6,65,7,0
M,South East,Gold,London,10,43,3,1
M,South East,Silver,S & S East,5,31,1,1
M,Midlands,Tin,Midlands,10,.,10,0
M,South West,Silver,S West,9,54,11,0
M,Midlands,Gold,Ulster,6,55,4,0
M,Midlands,Gold,East,8,60,2,0
M,Midlands,Gold,East,10,72,4,0
M,South East,Gold,London,7,66,.,1
M,South East,Tin,S & S East,6,68,30,0
M,Scottish,Silver,C Scotland,6,53,9,0
M,Midlands,Tin,Wales & West,22,39,5,1
M,South East,Silver,S & S East,5,.,10,0
M,South East,Silver,S & S East,9,62,9,0
M,South East,Gold,London,3,56,5,0
M,,Gold,,10,56,12,0
M,,Tin,,13,57,5,1
M,Midlands,Silver,Midlands,13,67,8,0
M,Midlands,Gold,Midlands,11,74,4,0
M,North,Gold,N East,10,60,8,0
M,South East,Silver,London,11,47,1,0
M,Midlands,Silver,East,10,60,2,0
M,South East,Gold,London,5,.,3,0
M,North,Gold,N East,12,45,3,0
M,Midlands,Tin,Midlands,12,44,4,1
M,,Silver,,.,42,8,0
M,South East,Gold,S & S East,8,68,4,1
M,Midlands,Tin,Midlands,12,38,8,0
M,South East,Silver,London,.,79,4,0
M,Midlands,Silver,Wales & West,11,33,1,1
M,North,Silver,N West,2,75,6,0
M,South East,Silver,London,6,.,9,0
M,Scottish,Platinum,C Scotland,11,52,1,0
M,South East,Gold,London,15,61,4,0
M,North,Tin,Yorkshire,7,24,4,1
M,North,Silver,Yorkshire,6,65,6,0
M,Midlands,Silver,Midlands,7,62,5,0
M,South East,Silver,London,13,.,5,0
M,Midlands,Silver,East,9,.,.,1
M,North,Tin,Yorkshire,5,.,9,0
M,North,Gold,Yorkshire,7,73,29,0
M,Scottish,Gold,C Scotland,6,40,1,0
M,North,Silver,Yorkshire,15,44,1,1
M,South East,Silver,London,6,59,5,0
M,Midlands,Tin,Midlands,8,59,7,0
M,Scottish,Tin,C Scotland,11,58,5,0
M,South East,Silver,S & S East,9,46,12,0
M,Midlands,Tin,Midlands,8,51,5,0
M,South West,Silver,S West,5,56,1,0
M,South East,Tin,London,7,31,8,0
M,South East,Gold,London,3,65,8,0
M,North,Tin,N West,15,51,5,0
M,South East,Tin,London,4,53,5,0
M,South East,Silver,London,13,65,11,0
M,South East,Tin,London,10,66,8,0
M,South East,Silver,London,14,46,12,1
M,South West,Gold,S West,9,51,8,0
M,Scottish,Silver,C Scotland,14,63,7,0
M,South East,Gold,London,8,53,8,0
M,North,Gold,Yorkshire,5,42,5,0
M,South West,Silver,S West,6,55,1,0
M,North,Tin,Yorkshire,4,46,8,0
M,South East,Silver,London,10,58,9,0
M,Midlands,Gold,Wales & West,5,66,8,0
M,South East,Tin,London,10,36,5,1
M,North,Tin,Yorkshire,11,61,5,0
M,North,Tin,Yorkshire,21,39,4,1
M,North,Gold,Yorkshire,5,57,2,0
M,Midlands,Tin,Midlands,6,43,5,0
M,South East,Gold,London,10,60,11,0
M,Midlands,Tin,Ulster,17,32,8,1
M,Midlands,Silver,Midlands,3,54,4,0
M,Midlands,Silver,Wales & West,1,66,9,0
M,South East,Tin,London,4,72,8,0
M,North,Gold,Yorkshire,7,55,17,0
M,South East,Silver,London,18,.,8,1
M,South East,Tin,S & S East,10,73,5,0
M,Midlands,Silver,East,11,56,0,0
M,North,Silver,N West,13,56,8,0
M,South East,Silver,S & S East,.,41,10,0
M,Midlands,Tin,Midlands,10,40,7,0
M,South West,Gold,S West,13,77,1,0
M,Midlands,Silver,Ulster,.,.,11,0
M,Midlands,Silver,Midlands,13,31,1,0
M,North,Tin,N West,9,33,6,1
M,South East,Tin,S & S East,6,40,5,0
M,Scottish,Gold,Border,12,50,8,0
M,North,Gold,N West,3,69,25,1
M,South East,Silver,London,10,52,3,1
M,Midlands,Tin,Midlands,13,48,5,0
M,Midlands,Silver,East,8,55,9,0
M,Midlands,Gold,Ulster,10,59,7,0
M,Midlands,Gold,East,8,69,5,0
M,Midlands,Silver,Ulster,7,76,6,0
M,South East,Platinum,S & S East,4,52,2,0
M,Midlands,Gold,Midlands,7,68,4,0
M,North,Tin,Yorkshire,8,39,4,0
M,Midlands,Tin,Wales & West,6,35,5,0
M,South East,Silver,London,.,77,14,0
M,Midlands,Platinum,Midlands,6,50,4,0
M,South East,Gold,S & S East,3,51,2,0
M,North,Platinum,N West,.,66,8,0
M,South East,Gold,S & S East,11,57,14,0
M,Midlands,Silver,Midlands,.,59,8,0
M,South East,Silver,London,6,66,8,0
M,Scottish,Gold,C Scotland,12,50,4,0
M,Scottish,Gold,C Scotland,13,57,4,0
M,Midlands,Gold,East,7,68,6,0
M,Midlands,Tin,Midlands,12,37,8,1
M,South West,Tin,S West,8,32,.,0
M,Midlands,Silver,Wales & West,5,49,5,0
M,Scottish,Gold,C Scotland,.,.,3,0
M,South East,Silver,London,5,78,8,0
M,Midlands,Silver,Ulster,9,48,8,0
M,South East,Gold,London,10,55,4,1
M,South East,Silver,London,13,33,8,1
M,South East,Tin,London,15,61,4,0
M,North,Silver,N West,8,78,5,0
M,South East,Silver,London,7,.,8,0
M,South East,Gold,London,9,38,1,1
M,Midlands,Silver,East,.,24,1,1
M,Scottish,Silver,C Scotland,17,41,9,1
M,South East,Tin,S & S East,14,44,5,1
M,North,Silver,Yorkshire,5,68,4,0
M,South East,Tin,London,8,56,8,0
M,Midlands,Gold,Wales & West,9,63,4,0
M,Midlands,Silver,Midlands,11,46,9,0
M,North,Tin,N East,.,47,5,0
M,Midlands,Gold,Midlands,7,.,4,1
M,North,Tin,Yorkshire,9,.,5,0
M,North,Silver,N West,7,45,5,0
M,South East,Silver,S & S East,4,68,9,0
M,North,Tin,N West,12,64,4,0
M,South East,Silver,London,7,62,6,0
M,South East,Tin,S & S East,8,62,5,0
M,Midlands,Silver,Midlands,12,57,4,0
M,Midlands,Silver,Midlands,8,54,6,0
M,North,Silver,Yorkshire,6,66,4,0
M,Midlands,Silver,Wales & West,6,64,1,0
M,South East,Gold,S & S East,6,77,18,0
M,South East,Gold,London,6,78,3,0
M,South East,Silver,S & S East,7,60,2,0
M,South East,Gold,London,11,70,8,0
M,Midlands,Gold,Ulster,10,42,9,0
M,South East,Silver,London,.,66,0,0
M,Midlands,Silver,Wales & West,10,64,11,0
M,Midlands,Silver,Ulster,9,69,9,0
M,South East,Gold,London,3,46,1,0
M,Midlands,Silver,Midlands,12,.,5,0
M,Midlands,Tin,Midlands,7,68,8,0
M,Midlands,Silver,East,10,60,6,0
M,Midlands,Gold,Wales & West,11,60,8,1
M,South West,Silver,S West,9,74,10,0
M,Midlands,Silver,East,6,77,11,0
M,North,Silver,Yorkshire,2,49,5,0
M,Midlands,Silver,East,9,42,9,0
M,Midlands,Gold,Midlands,6,66,7,0
M,South East,Silver,London,14,.,3,0
M,Midlands,Gold,East,6,63,1,0
M,North,Silver,Yorkshire,8,.,5,1
M,Midlands,Gold,Midlands,8,55,2,0
M,Scottish,Tin,Border,9,49,8,1
M,South East,Silver,London,5,46,5,0
M,South West,Silver,S West,14,70,17,1
M,South East,Gold,London,6,63,10,0
M,Midlands,Tin,East,8,38,8,0
M,North,Silver,N West,4,39,2,1
M,South East,Tin,S & S East,12,43,10,1
M,Midlands,Silver,Midlands,6,59,1,0
M,South East,Tin,London,6,47,5,1
M,North,Tin,N West,14,42,5,0
M,North,Tin,N West,10,27,4,1
M,South East,Tin,London,8,53,7,0
M,North,Gold,Yorkshire,9,73,4,0
M,North,Silver,N West,8,61,7,0
M,Midlands,Silver,East,6,46,8,0
M,North,Gold,N East,10,55,8,0
M,South East,Platinum,London,6,55,2,0
M,South East,Gold,London,7,74,11,0
M,South East,Silver,London,11,70,10,0
M,North,Tin,N West,5,.,4,1
M,North,Gold,N East,7,64,1,0
M,Midlands,Tin,East,8,41,8,0
M,Midlands,Silver,East,17,52,1,0
M,Midlands,Silver,East,1,53,3,0
M,Midlands,Tin,Wales & West,7,52,7,0
M,Midlands,Silver,Wales & West,10,53,1,1
M,South East,Tin,S & S East,9,30,7,1
M,Midlands,Silver,East,5,44,6,0
M,Midlands,Silver,Midlands,2,49,1,0
M,Midlands,Gold,Midlands,6,.,2,0
M,South East,Silver,S & S East,5,76,11,0
M,South East,Gold,London,.,46,2,0
M,South West,Tin,S West,8,60,5,0
M,Midlands,Silver,Midlands,15,64,8,0
M,South East,Silver,London,9,.,5,0
M,Midlands,Tin,Wales & West,9,33,5,0
M,South East,Gold,London,7,35,7,1
M,North,Silver,N West,11,53,9,0
M,South East,Tin,S & S East,10,51,5,0
M,North,Gold,N East,3,71,2,0
M,South East,Tin,London,14,67,9,1
M,Scottish,Tin,N Scot,17,54,4,0
M,South East,Tin,S & S East,7,66,10,0
M,South East,Gold,London,5,68,6,0
M,Midlands,Gold,Wales & West,12,59,3,0
M,South East,Gold,S & S East,13,59,2,0
M,North,Silver,N East,7,70,5,0
M,,Silver,,8,56,5,0
M,Scottish,Silver,N Scot,14,52,5,1
M,North,Tin,Yorkshire,9,53,5,0
M,Midlands,Silver,Midlands,8,48,11,0
M,Midlands,Gold,Wales & West,11,54,5,0
M,North,Silver,N West,.,60,8,1
M,South East,Gold,London,9,66,5,0
M,South East,Gold,S & S East,17,65,14,0
M,Midlands,Gold,Midlands,6,49,7,0
M,Scottish,Silver,C Scotland,12,71,3,0
M,South East,Tin,London,15,29,5,1
M,North,Tin,Yorkshire,7,44,7,0
M,North,Silver,N West,5,61,1,0
M,North,Tin,N West,9,62,5,0
M,South East,Gold,London,9,64,5,0
M,South East,Tin,S & S East,12,32,7,1
M,,Silver,,10,34,1,1
M,Midlands,Tin,Wales & West,10,40,5,0
M,Midlands,Tin,Wales & West,6,33,4,0
M,North,Gold,N West,4,75,5,0
M,South East,Platinum,London,.,77,5,0
M,North,Silver,N West,.,61,5,0
M,South West,Silver,S West,11,51,1,0
M,South East,Tin,London,.,57,9,0
M,Midlands,Tin,Midlands,.,33,6,1
M,North,Silver,N West,10,64,6,0
M,North,Gold,N West,6,67,8,0
M,South East,Tin,London,10,35,8,0
M,Midlands,Tin,Midlands,6,44,10,0
M,North,Tin,N West,10,41,5,0
M,South East,Silver,London,8,65,1,0
M,South West,Tin,S West,12,48,8,0
M,South East,Silver,London,5,37,12,0
M,South East,Gold,London,6,69,1,0
M,South East,Tin,London,5,34,8,1
M,South East,Gold,London,4,69,4,0
M,South East,Tin,S & S East,5,61,5,0
M,South East,Silver,London,5,34,1,0
M,South East,Silver,London,10,73,5,0
M,Midlands,Tin,Midlands,8,60,7,0
M,Midlands,Tin,Midlands,13,42,18,1
M,South East,Tin,S & S East,6,.,4,0
M,South East,Gold,London,8,.,4,0
M,Midlands,Silver,East,12,.,4,0
M,South West,Tin,S West,6,54,8,0
M,South East,Silver,London,7,71,8,0
M,Midlands,Tin,East,13,46,7,1
M,Midlands,Silver,Wales & West,1,52,5,0
M,Midlands,Silver,Wales & West,7,46,0,0
M,North,Platinum,N West,10,45,3,0
M,South East,Tin,London,9,56,6,0
M,South East,Gold,London,6,57,1,0
M,South East,Gold,London,9,51,2,0
M,South East,Tin,London,8,46,8,0
M,South East,Gold,London,8,69,3,0
M,South West,Silver,S West,9,63,8,0
M,Midlands,Gold,Wales & West,9,49,24,0
M,Midlands,Silver,East,6,35,5,0
M,North,Tin,N West,10,.,5,0
M,South East,Tin,London,12,.,5,0
M,Midlands,Platinum,East,10,52,3,0
M,South East,Tin,London,8,58,7,0
M,South East,Tin,London,8,60,5,0
M,South East,Tin,London,8,60,8,0
M,North,Platinum,Yorkshire,6,57,3,0
M,Scottish,Tin,N Scot,17,38,18,1
M,South East,Silver,London,.,76,2,0
M,South East,Gold,London,7,66,2,0
M,Scottish,Gold,N Scot,7,72,12,0
M,North,Tin,N West,.,.,8,1
M,South East,Silver,London,8,67,2,0
M,South East,Gold,London,.,53,2,1
M,South East,Silver,London,4,49,3,0
M,South East,Tin,S & S East,10,46,8,0
M,South East,Tin,S & S East,6,73,5,0
M,South East,Gold,London,8,60,2,0
M,North,Tin,N West,5,54,4,0
M,North,Gold,Yorkshire,20,53,5,1
M,North,Tin,Yorkshire,4,38,9,0
M,South East,Silver,London,9,76,11,0
M,North,Gold,N West,7,51,7,0
M,Midlands,Platinum,Midlands,5,42,3,0
M,North,Gold,N West,7,58,5,0
M,South East,Platinum,London,9,72,3,0
M,South East,Silver,London,9,67,4,0
M,South West,Gold,S West,7,63,8,0
M,South East,Silver,London,.,65,4,0
M,South East,Silver,S & S East,8,52,7,0
M,South East,Silver,London,.,56,6,0
M,South East,Tin,London,9,42,5,1
M,North,Gold,N West,5,71,11,0
M,South East,Silver,London,3,30,7,0
M,Midlands,Silver,East,8,52,8,0
M,North,Tin,N East,12,44,.,0
M,South East,Tin,S & S East,13,31,5,1
M,South East,Silver,London,7,.,8,0
M,Midlands,Gold,Wales & West,11,77,2,0
M,North,Silver,N East,3,66,1,0
M,Midlands,Gold,Wales & West,5,42,1,0
M,Midlands,Silver,Wales & West,6,75,6,0
M,Midlands,Silver,Wales & West,8,42,1,0
M,South East,Tin,London,10,35,4,0
M,South East,Gold,London,5,66,5,0
M,North,Gold,N West,3,61,7,0
M,Midlands,Platinum,East,7,68,2,0
M,Midlands,Tin,Midlands,11,54,9,0
M,Midlands,Tin,Midlands,6,35,4,0
M,Midlands,Silver,Midlands,10,57,5,0
M,Midlands,Tin,East,6,35,4,1
M,South East,Silver,London,.,65,8,0
M,Midlands,Tin,East,9,37,5,0
M,Midlands,Gold,Ulster,5,49,4,0
M,South East,Silver,S & S East,10,52,1,0
M,South East,Gold,London,10,65,6,0
M,North,Tin,Yorkshire,7,62,5,0
M,Midlands,Silver,Midlands,9,44,7,0
M,Midlands,Gold,Wales & West,7,.,5,0
M,Midlands,Silver,Midlands,10,49,11,0
M,Midlands,Silver,Wales & West,9,67,1,0
M,Midlands,Gold,Wales & West,9,73,2,0
M,,Platinum,,3,69,3,0
M,Midlands,Silver,Wales & West,7,59,6,0
M,,Tin,,6,57,5,0
M,Midlands,Gold,East,8,32,9,1
M,Midlands,Silver,Midlands,5,51,10,1
M,South East,Silver,London,9,66,8,0
M,Midlands,Silver,Midlands,.,64,7,0
M,Midlands,Gold,East,8,56,6,0
M,South West,Tin,S West,6,50,8,0
M,South East,Gold,S & S East,12,68,0,0
M,South East,Tin,S & S East,5,76,4,0
M,South West,Silver,S West,9,78,14,0
M,Midlands,Gold,Midlands,7,63,1,0
M,North,Silver,N West,5,58,10,0
M,Midlands,Tin,Midlands,6,42,5,0
M,Midlands,Tin,Midlands,6,35,8,1
M,North,Silver,N West,.,73,3,0
M,Midlands,Silver,Midlands,5,44,1,0
M,Midlands,Tin,Midlands,9,46,5,0
M,North,Tin,N West,14,38,4,1
M,South East,Tin,London,8,47,4,0
M,Midlands,Silver,Midlands,12,51,11,0
M,Scottish,Gold,N Scot,5,62,5,0
M,South East,Tin,London,14,44,5,1
M,Midlands,Silver,Ulster,9,35,1,0
M,South East,Silver,London,4,53,9,0
M,South East,Tin,S & S East,9,48,9,0
M,South East,Silver,London,12,59,10,0
M,Midlands,Tin,Midlands,12,41,5,0
M,Midlands,Silver,East,.,52,9,1
M,North,Gold,Yorkshire,2,.,5,0
M,North,Silver,N West,12,43,4,0
M,South East,Silver,London,10,56,3,0
M,Midlands,Gold,East,11,68,9,0
M,Midlands,Gold,East,8,51,11,0
M,Midlands,Gold,Midlands,4,51,1,0
M,South East,Silver,London,7,27,4,1
M,North,Tin,N East,10,45,9,0
M,South East,Silver,London,5,68,9,0
M,Midlands,Tin,Midlands,8,53,8,0
M,Midlands,Tin,Midlands,11,44,5,1
M,South East,Silver,London,13,53,9,0
M,North,Gold,N East,6,64,5,0
M,Midlands,Silver,Midlands,8,59,4,0
M,South East,Silver,London,4,.,8,0
M,Midlands,Gold,Midlands,18,64,8,1
M,South East,Gold,London,9,57,.,1
M,North,Silver,Yorkshire,7,67,8,0
M,Scottish,Gold,C Scotland,10,73,1,0
M,South East,Silver,London,9,65,12,0
M,Midlands,Gold,Wales & West,10,69,6,0
M,Midlands,Silver,Wales & West,6,49,6,0
M,South East,Silver,London,4,52,9,0
M,Midlands,Platinum,Ulster,10,39,6,0
M,South East,Silver,London,9,52,16,0
M,Midlands,Tin,Midlands,5,48,4,0
M,South East,Silver,London,10,.,3,0
M,Midlands,Silver,East,14,30,3,1
M,Midlands,Gold,Wales & West,6,76,27,0
M,South East,Gold,London,4,67,6,0
M,North,Gold,N West,6,77,24,0
M,North,Gold,N West,11,49,5,0
M,Midlands,Tin,Midlands,8,68,5,0
M,South East,Silver,London,13,69,8,1
M,Midlands,Tin,Midlands,7,37,5,0
M,North,Tin,N East,8,42,9,1
M,,Gold,,7,37,2,0
M,South East,Tin,London,6,73,10,0
M,North,Gold,N West,8,49,5,0
M,Midlands,Platinum,Midlands,7,64,3,1
M,South East,Silver,London,12,53,8,0
M,Midlands,Silver,East,16,48,1,0
M,Midlands,Silver,Wales & West,10,75,10,1
M,South East,Gold,London,9,57,3,0
M,South East,Tin,S & S East,7,57,5,0
M,South East,Gold,London,5,34,9,0
M,South East,Tin,S & S East,8,76,6,0
M,South East,Gold,London,12,59,2,0
M,North,Gold,N East,7,69,4,0
M,Midlands,Tin,East,8,.,5,0
M,Midlands,Silver,Midlands,8,46,9,1
M,South East,Tin,London,10,32,5,0
M,South East,Silver,S & S East,.,37,1,0
M,South East,Silver,London,5,64,6,0
M,South East,Gold,London,13,50,2,0
M,Midlands,Silver,Midlands,10,44,5,0
M,South East,Silver,S & S East,9,54,4,0
M,South East,Gold,London,11,54,9,0
M,Midlands,Silver,Midlands,12,63,5,0
M,South East,Gold,London,9,73,6,0
M,North,Tin,Yorkshire,17,37,10,1
M,Midlands,Silver,Midlands,6,64,7,1
M,South East,Tin,S & S East,7,41,5,0
M,Scottish,Silver,C Scotland,9,31,8,0
M,South East,Silver,London,13,33,1,1
M,Midlands,Tin,East,5,74,11,0
M,Midlands,Tin,East,12,64,8,0
M,Midlands,Silver,Midlands,11,38,5,1
M,Midlands,Silver,Midlands,13,61,12,0
M,South East,Tin,S & S East,6,42,4,0
M,South East,Silver,London,9,62,2,0
M,South East,Tin,S & S East,7,54,5,1
M,Midlands,Gold,Wales & West,12,59,4,1
M,South East,Gold,London,6,50,.,0
M,Midlands,Silver,East,11,41,4,1
M,South East,Silver,London,9,.,9,0
M,Midlands,Tin,Midlands,12,47,5,0
M,North,Gold,N West,7,59,15,0
M,Midlands,Gold,East,7,44,5,0
M,Midlands,Silver,Midlands,3,51,5,0
M,Midlands,Tin,East,7,51,8,0
M,Midlands,Tin,Midlands,5,63,7,0
M,Midlands,Gold,Wales & West,3,60,6,0
M,South East,Tin,London,14,49,8,0
M,North,Gold,N West,7,.,2,0
M,Scottish,Tin,C Scotland,5,46,4,0
M,South East,Tin,London,8,47,5,0
M,Midlands,Silver,Midlands,4,72,.,0
M,Midlands,Silver,East,7,.,12,1
M,Midlands,Platinum,Wales & West,7,46,7,1
M,South East,Platinum,London,8,.,3,0
M,Scottish,Silver,C Scotland,8,43,9,1
M,Midlands,Tin,Wales & West,.,.,4,1
M,Midlands,Silver,East,9,47,9,0
M,Midlands,Tin,Midlands,22,39,7,1
M,South East,Silver,S & S East,10,53,8,0
M,South West,Tin,S West,5,.,7,1
M,South West,Silver,S West,2,61,9,0
M,North,Tin,N West,13,44,5,1
M,Midlands,Gold,East,10,67,3,0
M,Midlands,Silver,Midlands,4,47,1,0
M,South West,Tin,S West,9,36,7,0
M,Midlands,Tin,East,10,57,8,0
M,South East,Silver,London,6,42,8,0
M,South East,Tin,London,9,44,5,0
M,Midlands,Gold,Ulster,11,65,8,1
M,South West,Gold,S West,10,61,4,0
M,,Tin,,3,36,4,1
M,South East,Silver,London,5,70,7,0
M,Midlands,Silver,East,4,54,5,0
M,Midlands,Silver,East,11,47,5,0
M,Midlands,Tin,Midlands,8,55,8,0
M,South East,Silver,S & S East,10,51,8,0
M,North,Silver,N West,9,27,1,0
M,North,Tin,N West,.,44,7,0
M,Midlands,Gold,Wales & West,11,69,16,1
M,Scottish,Silver,C Scotland,11,50,8,0
M,Scottish,Gold,C Scotland,10,55,1,0
M,South East,Platinum,London,7,71,7,1
M,Midlands,Silver,Wales & West,5,37,5,0
M,Midlands,Silver,Wales & West,.,42,5,1
M,Midlands,Tin,East,10,71,8,1
M,North,Tin,N East,6,.,7,1
M,North,Gold,N East,2,79,8,0
M,South East,Silver,London,.,53,20,0
M,South East,Tin,London,10,50,4,0
M,Midlands,Silver,Ulster,8,77,4,0
M,Midlands,Silver,Midlands,6,54,4,0
M,South East,Gold,London,9,62,7,0
M,Midlands,Silver,East,18,37,5,1
M,South East,Tin,London,9,42,4,0
M,Midlands,Silver,Wales & West,5,58,8,0
M,North,Silver,N East,4,50,3,0
M,South East,Tin,London,10,57,4,0
M,South East,Gold,London,7,41,5,0
M,Midlands,Silver,Wales & West,11,60,11,0
M,South East,Silver,London,9,29,1,1
M,South West,Gold,S West,8,54,19,0
M,Midlands,Tin,East,17,34,4,1
M,South East,Silver,London,6,71,5,0
M,,Silver,,4,44,1,0
M,Midlands,Gold,Wales & West,9,75,7,0
M,North,Silver,Yorkshire,6,59,4,0
M,North,Silver,N West,9,33,9,1
M,Midlands,Silver,Midlands,15,59,5,0
M,South West,Gold,S West,4,.,7,0
M,North,Gold,Yorkshire,6,61,5,0
M,South East,Silver,London,12,55,16,0
M,South East,Platinum,London,3,65,12,0
M,South East,Gold,London,7,64,3,0
M,Midlands,Tin,East,8,52,8,0
M,South East,Silver,S & S East,13,68,5,0
M,North,Tin,N West,8,36,5,0
M,Scottish,Gold,C Scotland,6,56,1,0
M,South East,Gold,London,5,69,1,0
M,North,Gold,Yorkshire,3,53,3,0
M,Midlands,Tin,Midlands,2,34,5,0
M,Midlands,Tin,Midlands,10,29,5,1
M,Scottish,Gold,C Scotland,6,70,4,1
M,South East,Gold,London,6,62,5,0
M,Midlands,Gold,Midlands,7,41,8,0
M,Midlands,Tin,Wales & West,11,57,5,0
M,South East,Silver,London,5,50,10,0
